Sucursal;Editorial;Tema;Dia;Mes;Anio;NombreTitulo;Precio;Cantidad
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;DISNEY PRINCESAS - LEE EXPLORA Y MAS;28435;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;DIVERTIDA FIESTA DE TE DE SOFIA LA;2673;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;DISNEY JUNIOR CAJA CON REPRODUCTOR;187;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;CASA DE MICKEY MOUSE - LEE EXPLORA Y MAS;28435;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;TESORO DE CUENTOS CON SONIDO;495;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;HOLA! DISNEY PRINCESA;187;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;TESORO DE CUENTOS CON SONIDOS - BUSCANDO A DORY;30085;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;TESORO DE CUENTOS CON SONIDO;495;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;PRINCESITA SOFIA BUSCA Y ENCUENTRA + ROMPECABEZA;28875;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;PRINCESA SOFIA CAJA LLAVERO Y LIBROS PARA LEER;1925;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;CANCIONES DE CACHORRO - PAW POTROL;280;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;PALZA SESAMO DE VIAJE CON ELMO Y SUS AMIGOS;1925;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;MINI PRIMER BUSCA Y ENCUENTRA - 4 LIBROS;2035;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;TESORO DE LOS VALORES EL;340;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;ESTUCHE GIGANTE DE LIBROS EN BLOQUES;4015;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;20;12;2016;ROMPECABEZAS GIGANTE - LA CASA DE MICKEY MOUSE;28435;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;21;12;2016;DISNEY PRINCESAS - LEE EXPLORA Y MAS;28435;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;21;12;2016;TESORO DE CUENTOS CON SONIDOS - BUSCANDO A DORY;30085;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;21;12;2016;DIVERTIDA FIESTA DE TE DE SOFIA LA;2673;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;21;12;2016;CASA DE MICKEY MOUSE - LEE EXPLORA Y MAS;28435;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;21;12;2016;PALZA SESAMO DE VIAJE CON ELMO Y SUS AMIGOS;1925;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;21;12;2016;ROMPECABEZAS GIGANTE - LA CASA DE MICKEY MOUSE;28435;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;21;12;2016;TESORO DE LA BIBLIA EL;400;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;21;12;2016;PRINCESA SOFIA CAJA LLAVERO Y LIBROS PARA LEER;1925;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;22;12;2016;PALACE PETS - LIBRO TRIDIMENSIONAL;280;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;22;12;2016;VEN A NADAR CONMIGO - BUSCANDO A DORY;280;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;22;12;2016;MINI PRIMER BUSCA Y ENCUENTRA - 4 LIBROS;370;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;22;12;2016;RELATOS DE 3 MINUTOS - CUENTOS PARA DORMIR;350;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;22;12;2016;CANCIONES DE CACHORRO - PAW POTROL;280;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;23;12;2016;CUENTOS DE ANIMALITOS;430;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;23;12;2016;DISNEY JUNIOR CAJA CON REPRODUCTOR;340;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;23;12;2016;PLAZA SESAMO PRIMEROS CUENTOS Y CANCIONES;340;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;27;12;2016;MICKEY CANTA - MICROFONO;490;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;28;12;2016;DISNEY PRINCESAS TESORO DE CUENTOS;4675;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;29;12;2016;PRINCESAS SOFIA EL DIA REAL;310;1
9 DE JULIO;PUBLICATIONS INTERNATIONAL;INFANTILES;30;12;2016;MISKA MUSKA... ¡QUE AVENTURA!;250;1
9 DE JULIO;ACANTILADO;LITERATURA;31;12;2016;MEMORIAS;730;1
9 DE JULIO;LATINBOOKS;AFICCIONES - MANUALIDADES - AR;3;10;2016;MANUALIDADES Y ARTESANIAS CREATIVAS;295;1
9 DE JULIO;LATINBOOKS;CUENTOS - INFANTILES JUVENILES;14;12;2016;CUENTOS CON HADAS;160;1
9 DE JULIO;LATINBOOKS;DICCIONARIOS;24;10;2016;MULTIDICCIONARIO DE LA LENGUA ESPAÑOLA;250;1
9 DE JULIO;LATINBOOKS;DICCIONARIOS;10;11;2016;MULTIDICCIONARIO DE LA LENGUA ESPAÑOLA;250;1
9 DE JULIO;LATINBOOKS;DICCIONARIOS;12;11;2016;MULTIDICCIONARIO DE LA LENGUA ESPAÑOLA;250;2
9 DE JULIO;LATINBOOKS;DICCIONARIOS;23;12;2016;DICCIONARIO MULTI CONSULTA;1955;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;9;6;2016;MAQUINA DEL TIEMPO LA;110;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;8;7;2016;ROBIN HOOD;110;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;25;8;2016;ROBIN HOOD;110;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;8;10;2016;MAQUINA DEL TIEMPO LA;100;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;20;10;2016;DRACULA;120;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;14;11;2016;MAQUINA DEL TIEMPO LA;001;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;14;11;2016;DRACULA;001;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;14;11;2016;ROBIN HOOD;001;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;16;11;2016;VIAJES DE GULLIVER LOS;001;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;17;12;2016;VIAJES DE GULLIVER LOS;102;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;19;12;2016;MAQUINA DEL TIEMPO LA;952;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;23;12;2016;DRACULA;120;1
9 DE JULIO;LATINBOOKS;HISTORIETAS;27;12;2016;VIAJES DE GULLIVER LOS;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;1;6;2016;TRES MONSTRUOS LOS;6375;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;6;2016;UN DIA EN LA CIUDAD;150;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;6;2016;FUNNY POPS - EL MONSTRUO TRISTE;190;1
9 DE JULIO;LATINBOOKS;INFANTILES;11;7;2016;A DIBUJAR ANIMALES MARINOS;150;1
9 DE JULIO;LATINBOOKS;INFANTILES;11;7;2016;A DIBUJAR - COLORIDOS PAJARITOS;150;1
9 DE JULIO;LATINBOOKS;INFANTILES;13;7;2016;UN DINO ASUSTADO;100;1
9 DE JULIO;LATINBOOKS;INFANTILES;12;8;2016;MIS CUENTOS CLASICOS EN 3D - LA BELLA DURMIENTE;100;1
9 DE JULIO;LATINBOOKS;INFANTILES;25;8;2016;PANDA TAI SHAN EL - CUENTOS VIAJEROS;50;1
9 DE JULIO;LATINBOOKS;INFANTILES;25;8;2016;DESCUBRO MI MUNDO EN 3D - AVES;70;1
9 DE JULIO;LATINBOOKS;INFANTILES;25;8;2016;MUNDO MARINO - DESCUBRO MI MUNDO EN 3D;70;1
9 DE JULIO;LATINBOOKS;INFANTILES;10;9;2016;ASI ERAN LOS GIGANTESCOS DINOSAURIOS JURASICOS;150;1
9 DE JULIO;LATINBOOKS;INFANTILES;12;9;2016;SANDOKAN (NOVELA GRAFICA );120;1
9 DE JULIO;LATINBOOKS;INFANTILES;13;9;2016;LA ISLA DEL TESORO;100;1
9 DE JULIO;LATINBOOKS;INFANTILES;13;9;2016;VIAJE AL CENTRO D ELA TIERRA;100;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;9;2016;ASSASSINS  CREED 2 - AQUILUS;128;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;9;2016;ASSASSINS CREED 1 - DESMOND;128;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;9;2016;ASSASSINS CREED 3 - ACCIPITER;128;1
9 DE JULIO;LATINBOOKS;INFANTILES;30;9;2016;REINA DEL BAILE (KYLIE JEAN);100;1
9 DE JULIO;LATINBOOKS;INFANTILES;30;9;2016;ASSASSINS CREED 1 - DESMOND;130;1
9 DE JULIO;LATINBOOKS;INFANTILES;5;10;2016;MAS BELLAS FABULAS QUE TE CONTARAN MUCHAS VECES L;190;1
9 DE JULIO;LATINBOOKS;INFANTILES;7;10;2016;ANA FRANK (NOVELA GRAFICA );130;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;10;2016;VIAJES FANTASTICOS - DINOAVENTURAS EN 3D;150;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;10;2016;ASI ERAN LOS GIGANTESCOS DINOSAURIOS JURASICOS;180;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;10;2016;REINA DE LA MODA ( KYLIE JEAN );100;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;10;2016;ANA FRANK (NOVELA GRAFICA );130;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;10;2016;ALI BABA Y LOS 40 LADRONES;120;1
9 DE JULIO;LATINBOOKS;INFANTILES;18;10;2016;DINOSAURIOS POP UP - LOS MAS FEROCES;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;10;2016;LA ODISEA (NOVELA GRAFICA);125;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;10;2016;LA ILIADA (NOVELA GRAFICA);125;1
9 DE JULIO;LATINBOOKS;INFANTILES;20;10;2016;VIAJES FANTASTICOS - DINOAVENTURAS EN 3D;160;1
9 DE JULIO;LATINBOOKS;INFANTILES;21;10;2016;DINOSAURIOS  POP UP - GIGANTES;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;25;10;2016;ASI ERAN LOS FEROCES DINOSAURIOS CRETASICOS;180;1
9 DE JULIO;LATINBOOKS;INFANTILES;26;10;2016;DINOSAURIOS POP UP - LOS MAS FEROCES;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;28;10;2016;DINOSAURIOS POP UP - GRANDES CAZADORES;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;29;10;2016;DINOSAURIOS POP UP - CHOQUE DE TIRANES;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;29;10;2016;ASOMBROSOS MUNDO DE SERES MITOLOGICOS;210;1
9 DE JULIO;LATINBOOKS;INFANTILES;31;10;2016;ASI ERAN LOS FEROCES DINOSAURIOS CRETASICOS;180;1
9 DE JULIO;LATINBOOKS;INFANTILES;1;11;2016;ASSASSINS  CREED 2 - AQUILUS;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;2;11;2016;VIAJE AL CENTRO D ELA TIERRA;115;1
9 DE JULIO;LATINBOOKS;INFANTILES;3;11;2016;ASI ERAN LOS FEROCES DINOSAURIOS CRETASICOS;190;1
9 DE JULIO;LATINBOOKS;INFANTILES;4;11;2016;MAS BELLAS FABULAS QUE TE CONTARAN MUCHAS VECES L;180;1
9 DE JULIO;LATINBOOKS;INFANTILES;7;11;2016;LA ISLA DEL TESORO;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;9;11;2016;LOS MISERABLES (NOVELA GRAFICAS );120;1
9 DE JULIO;LATINBOOKS;INFANTILES;9;11;2016;LO QUE CAYO DEL CIELO (TROOL HUNTERS);100;1
9 DE JULIO;LATINBOOKS;INFANTILES;10;11;2016;ASSASSINS CREED 4 - HAWK;150;1
9 DE JULIO;LATINBOOKS;INFANTILES;10;11;2016;LEON Y CONEJO - MI PRIMER LIBRO PARA COLOREAR;50;2
9 DE JULIO;LATINBOOKS;INFANTILES;11;11;2016;AUDICUENTOS - ALICIA EN EL PAIS DE LAS MARAVILLAS;290;1
9 DE JULIO;LATINBOOKS;INFANTILES;12;11;2016;REINA DEL CAMPAMENTO ( KYLIE JEAN);100;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;MILLENIUM 2;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;ASSASSINS  CREED 2 - AQUILUS;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;LA ILIADA (NOVELA GRAFICA);001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;ALICIA EN EL PAIS DE LAS MARAVILLAS;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;PINOCHO;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;LA ODISEA (NOVELA GRAFICA);001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;ALADINO Y LA LAMPARA MAGICA;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;ASSASSINS CREED 1 - DESMOND;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;MAGO DE OZ EL;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;TRABAJOS DE HERCULES LOS;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;LIBRO DE LA SELVA EL;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;FAMILIA DE ROBINSON LA;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;REINA DEL CANTO ( KYLIE JEAN );100;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;ASSASSINS CREED 3 - ACCIPITER;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;MILLENIUM  1;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;11;2016;LIBRO DE LA SELVA EL;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;11;2016;REINA DEL TEATRO (KYLIE JEAN );100;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;11;2016;REINA DE LA MODA ( KYLIE JEAN );100;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;SIETE VIAJES DE SIMBAD LOS;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;LOS 3 MOSQUETEROS (NOVELA GRAFICA);001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;AZABACHE;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;ROMEO Y JULIETA (NOVELA GRAFICA );001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;EL JOROBADO DE NOTRE DAME;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;EL REY ARTURO Y LOS CABALLEROS DE LA MESA REDONDA;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;CANTAR DE MIO CID;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;MOBY DICK (NOVELA GRAFICA);001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;MAGO DE OZ EL;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;RETRATO DE DORIAN GRAY;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;PINOCHO;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;NARRACION DE ARTHUR GORDON PYM;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;FAMILIA DE ROBINSON LA;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;TRABAJOS DE HERCULES LOS;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;11;2016;ALICIA EN EL PAIS DE LAS MARAVILLAS;001;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;11;2016;OFERTA 3 X 150;150;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;11;2016;MI AMIGA TIENE DISLEXIA;70;1
9 DE JULIO;LATINBOOKS;INFANTILES;25;11;2016;REINA DEL TEATRO (KYLIE JEAN );90;1
9 DE JULIO;LATINBOOKS;INFANTILES;25;11;2016;REINA DE LA FIESTA ( KYLIE JEAN);90;1
9 DE JULIO;LATINBOOKS;INFANTILES;3;12;2016;MILLENIUM  1;160;1
9 DE JULIO;LATINBOOKS;INFANTILES;6;12;2016;ROMEO Y JULIETA (NOVELA GRAFICA );150;1
9 DE JULIO;LATINBOOKS;INFANTILES;13;12;2016;ALADINO Y LA LAMPARA MAGICA;108;1
9 DE JULIO;LATINBOOKS;INFANTILES;13;12;2016;LOS MISERABLES (NOVELA GRAFICAS );135;1
9 DE JULIO;LATINBOOKS;INFANTILES;13;12;2016;RETRATO DE DORIAN GRAY;135;1
9 DE JULIO;LATINBOOKS;INFANTILES;13;12;2016;SIETE VIAJES DE SIMBAD LOS;108;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;DINOSAURIOS  POP UP - GIGANTES;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;LOS MAS BELLOS CUENTOS;160;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;MAGICO MUNDO DE LAS PRINCESAS EL;160;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;ROBINSON CRUSOE;150;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;EL JOROBADO DE NOTRE DAME;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;DINOSAURIOS POP UP - CHOQUE DE TIRANES;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;NARRACION DE ARTHUR GORDON PYM;150;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;MOBY DICK (NOVELA GRAFICA);150;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;SANDOKAN (NOVELA GRAFICA );102;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;CANTAR DE MIO CID;98;1
9 DE JULIO;LATINBOOKS;INFANTILES;14;12;2016;DINOSAURIOS POP UP - GRANDES CAZADORES;110;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;12;2016;TRABAJOS DE HERCULES LOS;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;12;2016;MISTERIOSO MUNDO DE LOS DRAGONES;1785;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;12;2016;PERSEO Y MEDUSA;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;12;2016;ASI ERAN LOS FEROCES DINOSAURIOS CRETASICOS;1615;1
9 DE JULIO;LATINBOOKS;INFANTILES;15;12;2016;FANTASTICO MUNDO DE LOS DUENDES EL;1615;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;12;2016;REINA DEL CANTO ( KYLIE JEAN );100;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;12;2016;PERSEO Y MEDUSA;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;16;12;2016;SIETE VIAJES DE SIMBAD LOS;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;12;2016;ASSASSINS CREED 3 - ACCIPITER;1615;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;12;2016;VAMPIROS SABLE NOIR 2;1615;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;12;2016;MAGO DE OZ EL;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;17;12;2016;ALICIA EN EL PAIS DE LAS MARAVILLAS;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;12;2016;PAULINO PARA TODOS Y TODOS PARA PAULINO;90;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;12;2016;ROBINSON CRUSOE;1275;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;12;2016;VAMOS HACERLO JUNTOS;595;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;12;2016;MI AMIGO TIENE TDAH;675;2
9 DE JULIO;LATINBOOKS;INFANTILES;19;12;2016;POR FAVOR MUCHAS GRACIAS - LA AMABILIDAD;595;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;12;2016;MAS BELLAS FABULAS QUE TE CONTARAN MUCHAS VECES L;180;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;12;2016;MAS BELLAS FABULAS QUE TE CONTARAN MUCHAS VECES L;180;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;12;2016;MAS BELLAS FABULAS QUE TE CONTARAN MUCHAS VECES L;180;1
9 DE JULIO;LATINBOOKS;INFANTILES;19;12;2016;MAS BELLAS FABULAS QUE TE CONTARAN MUCHAS VECES L;180;1
9 DE JULIO;LATINBOOKS;INFANTILES;21;12;2016;MAS BELLOS CUENTOS QUE TE CONTARAN MUCHAS VECES L;153;1
9 DE JULIO;LATINBOOKS;INFANTILES;21;12;2016;ALAS MAS BELLAS FABULAS - ROSA;153;1
9 DE JULIO;LATINBOOKS;INFANTILES;21;12;2016;CUENTOS CON PRINCESAS;1155;1
9 DE JULIO;LATINBOOKS;INFANTILES;21;12;2016;REINA DE LA FIESTA ( KYLIE JEAN);100;1
9 DE JULIO;LATINBOOKS;INFANTILES;21;12;2016;MAS BELLOS CUENTOS QUE TE CONTARAN MUCHAS VECES L;153;1
9 DE JULIO;LATINBOOKS;INFANTILES;22;12;2016;LO QUE CAYO DEL CIELO (TROOL HUNTERS);100;1
9 DE JULIO;LATINBOOKS;INFANTILES;24;12;2016;REINA DE LA FIESTA ( KYLIE JEAN);100;1
9 DE JULIO;LATINBOOKS;INFANTILES;27;12;2016;LA ISLA DEL TESORO;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;27;12;2016;PINOCHO;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;27;12;2016;LO QUE CAYO DEL CIELO (TROOL HUNTERS);85;1
9 DE JULIO;LATINBOOKS;INFANTILES;27;12;2016;LIBRO DE LA SELVA EL;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;27;12;2016;ALADINO Y LA LAMPARA MAGICA;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;27;12;2016;FAMILIA DE ROBINSON LA;102;1
9 DE JULIO;LATINBOOKS;INFANTILES;28;12;2016;CABALLEROS Y CASTILLO;180;1
9 DE JULIO;LATINBOOKS;JUVENILES;9;6;2016;HOMBRE INVISIBLE EL;110;1
9 DE JULIO;LATINBOOKS;JUVENILES;5;10;2016;FRANKENSTEIN;115;1
9 DE JULIO;LATINBOOKS;JUVENILES;20;10;2016;LEYENDA DEL JINETE SIN CABEZA LA;120;1
9 DE JULIO;LATINBOOKS;JUVENILES;14;11;2016;LEYENDA DEL JINETE SIN CABEZA LA;001;1
9 DE JULIO;LATINBOOKS;JUVENILES;14;11;2016;HOMBRE INVISIBLE EL;001;1
9 DE JULIO;LATINBOOKS;JUVENILES;14;11;2016;HOMBRE INVISIBLE EL;001;1
9 DE JULIO;LATINBOOKS;JUVENILES;14;11;2016;FRANKENSTEIN;001;1
9 DE JULIO;LATINBOOKS;JUVENILES;16;11;2016;FRANKENSTEIN;001;1
9 DE JULIO;LATINBOOKS;JUVENILES;14;12;2016;FRANKENSTEIN;102;1
9 DE JULIO;LATINBOOKS;JUVENILES;16;12;2016;LEYENDA DEL JINETE SIN CABEZA LA;102;1
9 DE JULIO;LATINBOOKS;JUVENILES;17;12;2016;FRANKENSTEIN;102;1
9 DE JULIO;LATINBOOKS;JUVENILES;19;12;2016;FRANKENSTEIN;102;1
9 DE JULIO;LATINBOOKS;JUVENILES;19;12;2016;HOMBRE INVISIBLE EL;952;1
9 DE JULIO;LATINBOOKS;LITERATURA;6;7;2016;EXTRAÑO CASO DEL DR JEKYLL Y MR HYDE EL;110;1
9 DE JULIO;LATINBOOKS;LITERATURA;21;7;2016;GUERRA DE LOS MUNDOS LA;100;1
9 DE JULIO;LATINBOOKS;LITERATURA;21;7;2016;SABUESO DE LOS BASKERVILLE EL;100;1
9 DE JULIO;LATINBOOKS;LITERATURA;27;9;2016;SABUESO DE LOS BASKERVILLE EL;120;1
9 DE JULIO;LATINBOOKS;LITERATURA;2;11;2016;20000 LEGUAS DE VIAJE SUBMARINO;115;1
9 DE JULIO;LATINBOOKS;LITERATURA;14;11;2016;GUERRA DE LOS MUNDOS LA;001;1
9 DE JULIO;LATINBOOKS;LITERATURA;14;11;2016;20000 LEGUAS DE VIAJE SUBMARINO;001;1
9 DE JULIO;LATINBOOKS;LITERATURA;14;11;2016;EXTRAÑO CASO DEL DR JEKYLL Y MR HYDE EL;001;1
9 DE JULIO;LATINBOOKS;LITERATURA;16;11;2016;EXTRAÑO CASO DEL DR JEKYLL Y MR HYDE EL;001;1
9 DE JULIO;LATINBOOKS;LITERATURA;17;12;2016;GUERRA DE LOS MUNDOS LA;102;1
9 DE JULIO;LATINBOOKS;LITERATURA;19;12;2016;GUERRA DE LOS MUNDOS LA;952;1
9 DE JULIO;LATINBOOKS;LITERATURA;19;12;2016;20000 LEGUAS DE VIAJE SUBMARINO;102;1
9 DE JULIO;LATINBOOKS;SUPERACION PERSONAL - AUTOAYUD;8;9;2016;COMO ESCRIBIR CORRECTAMENTE Y SIN ERRORES;100;1
9 DE JULIO;PARRAGON;ARTE;8;10;2016;ESTAMPADOS- RELAJESE Y LIBERE LA MENTE COLOREANDO;300;1
9 DE JULIO;PARRAGON;COCINA;27;9;2016;1 BASE 100 PIZZAS;200;1
9 DE JULIO;PARRAGON;COCINA;14;10;2016;PARA HOY COCINA TAILANDESA - MAS DE 100 IRRESISTIB;105;1
9 DE JULIO;PARRAGON;DEPORTES;26;11;2016;LIBRO DE PILATES EL;150;1
9 DE JULIO;PARRAGON;INFANTILES;1;6;2016;MI LIBRO - BOLSO - MINNIE;150;1
9 DE JULIO;PARRAGON;INFANTILES;1;6;2016;MI LIBRIO -BOLSO LA CENICIENTA;150;1
9 DE JULIO;PARRAGON;INFANTILES;4;6;2016;BAMBI - CLASICOS DE DISNEY;150;1
9 DE JULIO;PARRAGON;INFANTILES;6;6;2016;DISNEY PIXAR LATA FELICES;200;1
9 DE JULIO;PARRAGON;INFANTILES;10;6;2016;AVENTURAS DE MICKEY MOUSE LA- CLASICOS DE DISNEY;120;1
9 DE JULIO;PARRAGON;INFANTILES;16;6;2016;BELLA Y LA BESTIA LA - CLASICOS DISNEY;180;1
9 DE JULIO;PARRAGON;INFANTILES;17;6;2016;LIBRO SECRETO DE BLANCA NIEVES EL;100;1
9 DE JULIO;PARRAGON;INFANTILES;18;6;2016;BELLA Y LA BESTIA LA - CLASICOS DISNEY;150;1
